Geneid	RNA STAR on data 13, data 28, and data 27: mapped.bam
LY6G6F	0
LY6G6F-LY6G6D	0
MIR4646	0
LOC105375018	0
ABHD16A	0
LOC105375019	0
LY6G5C	7
LY6G5B	17
CSNK2B	35
GPANK1	3
C6orf47	2
APOM	0
BAG6	7
MIR6832	0
SNORA38	0
PRRC2A	26
AIF1	4
UQCRHP1	0
NCR3	0
LST1	1
LTB	0
TNF	0
LTA	1
LOC100287329	0
NFKBIL1	0
ATP6V1G2	0
DDX39B-AS1	0
SNORD84	0
SNORD117	0
DDX39B	0
ATP6V1G2-DDX39B	0
MCCD1	2
RPL15P4	3
PPIAP9	1
MICB	4
MICB-DT	0
HCG26	19
HCP5	0
HLA-X	0
LINC01149	0
MICA	67
MICA-AS1	14
LOC105379664	0
MIR6891	0
HLA-B	11236
LINC02571	0
RPL3P2	73
USP8P1	1
HLA-C	12377
HCG27	4
PSORS1C3	1
POU5F1	13
TCF19	0
RNU6-1133P	2
HCG22	0
MUC22	0
LINC00243	3
HCG20	0
RN7SL353P	0
IER3	5
IER3-AS1	0
FLOT1	16
TUBB	61
MDC1-AS1	0
MDC1	0
LOC107987457	0
DHX16	7
C6orf136	0
PTMAP1	4
ATAT1	0
MRPS18B	2
PPP1R10	3
MIR877	0
ABCF1	0
ABCF1-DT	1
PRR3	0
GNL1	1
LINC02569	0
HLA-E	4
RANP1	0
SUCLA2P1	0
LOC105375012	1
MICC	1
UBQLN1P1	0
HLA-N	0
RPP21	0
TRIM39-RPP21	0
TRIM39	0
HCG18	8
HLA-L	6
HCG17	0
PAIP1P1	3
TRIM26	10
TRIM15	0
TRIM10	0
TRIM40	1
TRIM31-AS1	0
TRIM31	2
RNF39	0
PPP1R11	55
POLR1H	4
ETF1P1	0
HLA-J	2
HCG4P3	1
ZNRD1ASP	2
LOC353007	0
MCCD1P2	0
DDX39BP2	0
HCG9	0
HLA-A	3620
HLA-K	35
HCG4B	1
DDX39BP1	0
HLA-H	99
HCP5B	0
LOC105375010	5
HCGVIII-2	1
HLA-G	0
MICG	0
RPL7AP7	0
HLA-P	0
HCG4P9	0
HLA-V	0
HCG4	0
LOC353010	0
LOC105379663	0
IFITM4P	2
MICE	3
HLA-F-AS1	3
HLA-F	32
ZDHHC20P1	0
ZFP57	1
MOG	0
SUMO2P1	6
GABBR1	6
OR2I1P	0
GPR53P	0
LINC01015	0
LINC02829	0
RPS17P1	0
MAS1L	0
LOC105375008	0
MAS1LP1	0
UBDP1	0
OR2H1	0
LOC105379641	0
OR10C1	0
OR11A1	0
OR12D1	1
OR12D2	0
OR12D3	0
OR5V1	0
DDX6P1	0
OR14J1	0
OR2B4P	0
LOC105375005	0
OR2U2P	0
OR2U1P	0
OR2G1P	0
LOC101929006	0
OR2H4P	0
OR2J4P	0
OR2J2	0
OR2N1P	0
OR2J3	4
OR2J1	0
OR2B3	0
SAR1AP1	0
OR2P1P	0
OR2W1	0
LOC100129636	0
OR2AD1P	0
LOC105375002	0
ZNF311	9
TRL-AAG3-1	0
HCG15	0
TRE-CTC1-6	0
TRF-GAA1-2	0
RN7SL471P	0
KRT18P1	0
TRM-CAT3-2	0
TRK-TTT3-3	0
TRM-CAT3-1	0
LINC01556	0
TRL-AAG2-2	0
TRQ-CTG1-3	0
TRL-CAA1-2	0
RNU6-930P	0
TRIM27	1
HCG14	0
TRL-CAA1-1	0
ZNF90P2	0
TRR-CCG1-2	0
TRA-AGC2-2	0
RPL13P	0
LINC01623	0
TRA-AGC2-1	0
TRF-GAA4-1	0
TRA-TGC5-1	0
TRF-GAA3-1	4
TRA-TGC7-1	0
TRA-AGC1-1	0
TRF-GAA1-1	13
TRA-TGC1-1	0
NOP56P1	0
TRA-AGC23-1	0
TRA-TGC6-1	0
TRK-TTT7-1	0
TRR-CCG1-1	1
RPSAP2	6
TRA-CGC4-1	0
TRF-GAA11-1	0
TRT-AGT3-1	0
TRA-AGC7-1	0
TRA-CGC5-1	0
TRK-TTT13-1	0
LOC100288016	0
LOC105374297	0
LOC105374298	0
SDHAP2	0
MIR570	0
SMBD1P	25
MIR570HG	0
MUC20	2
MUC4	9
LOC112268340	0
LYPLA2P1	7
MYL12BP3	1
DAXX	4
ZBTB22	3
TAPBP	2
RGL2	3
MIR6834	0
PFDN6	0
MIR6873	0
WDR46	0
B3GALT4	0
RING1	0
MIR219A1	0
HSD17B8	0
SLC39A7	0
RNY4P10	0
RXRB	7
HCG24	7
LOC105375021	0
RNU1-116P	0
HLA-DRB2	0
HLA-DRB3	44
LOC105379657	0
RNA5SP206	3
C4A	0
ZBTB12	0
SNORD52	0
SNORD48	1
SNHG32	3
HSPA1B	30
HSPA1A	0
HSPA1L	3
LSM2	0
LOC105379656	0
DHFRP2	5
CCHCR1	18
POLR2LP1	1
PSORS1C2	0
CDSN	2
PSORS1C1	5
C6orf15	0
MUC21	0
NAPGP2	0
HCG21	0
MUCL3	6
SFTA2	660
VARS2	10
GTF2H4	6
MIR4640	0
DDR1	140
LINC02570	0
RPL7P4	0
NRM	0
PPP1R18	1
TRIM26BP	3
MICD	0
HLA-W	0
MICF	0
LOC107987452	0
RPL23AP1	0
HCG4P11	1
OR2H2	0
RPL13AP	0
SNORD32B	0
TMEM183AP1	0
OR2H5P	0
UBD	0
TRV-AAC6-1	0
LOC112268339	0
LOC112268337	0
HLA-DQB1-AS1	14
LOC107987449	0
FKBPL	3
ATF6B	54
LOC110384692	0
LOC112267902	1
WASF5P	0
LOC107987448	0
HCG4P8	0
LOC107987447	5
HCG9P5	0
LOC112268336	0
LOC100294188	0
LOC112268335	2
HLA-S	0
ZDHHC20P2	0
RN7SKP186	0
TMPOP1	0
LOC107987443	0
TCF20	0
CYP2D8P	0
CYP2D7	0
LOC112268333	0
LOC102723722	6
CYP2D6	1
LOC105373047	0
OLA1P1	0
NDUFA6-DT	0
NDUFA6	0
SMDT1	0
PHETA2	14
LOC112268334	0
MUC2	5
LOC107987157	0
LINC02688	0
MUC6	0
AP2A2	139
RNU6-1025P	0
LOC105377779	0
MIR3674	0
CLN8	0
CLN8-AS1	0
LOC100130321	1
LOC105377778	2
DLGAP2	1
DLGAP2-AS1	0
HLA-DPA3	0
LOC112267927	0
LOC100294160	0
LOC107987440	0
LINC01596	0
LOC105377619	3
FRG1-DT	0
RNU1-51P	0
LOC105377616	0
LOC107987311	0
LINC01262	0
LOC105377615	0
HSP90AA4P	0
LOC105377614	0
KRT18P53	0
FABP5P13	0
LOC102723840	0
PPP2R3B	14
LOC101929829	0
LOC107987438	0
LOC107987441	0
LOC105372225	0
SALL3	1
LINC01896	0
LOC105372221	0
LOC105372220	0
LOC105372219	0
WNT9B	0
LOC101929777	0
WNT3	1
RPS7P11	10
LOC107985026	1
NSF	12
FAM215B	2
RN7SL199P	0
LRRC37A2	3
ARL17A	6
RDM1P2	0
LOC100132570	22
DND1P2	3
MAPK8IP1P1	15
KANSL1-AS1	6
LOC107985027	0
KANSL1	80
STH	0
LOC105371800	2
MAPT-IT1	0
MAPT	13
SPPL2C	0
MAPT-AS1	1
CRHR1	0
LOC107985028	0
LOC105371802	0
ARF2P	10
LINC02210-CRHR1	0
LINC02210	1
RPS26P8	86
MAPK8IP1P2	28
LOC105376839	0
DND1P1	2
RDM1P1	0
LOC102724345	15
LRRC37A4P	2
LOC112267925	0
LRRC37A3	41
LOC105369225	0
MIR4315-1	0
PLEKHM1	46
ARHGAP27	42
LOC105371796	0
RNA5SP443	0
KRTAP9-12P	2
KRTAP9-2	0
KRTAP9-4	0
KRTAP9-9	0
KRTAP9-6	0
KRTAP9-11P	0
KRTAP9-7	0
KRTAP9-10P	0
KRTAP29-1	0
LOC102724956	0
TBC1D3I	0
LOC105371747	0
CCL4L1	9
CCL3L1	1
LOC107987437	5
LOC105379634	0
CCL3P1	3
TBC1D3G	0
LOC100420853	0
YWHAEP6	3
LOC105379635	0
CCL4L2	0
CCL3L3	0
TBC1D3B	0
LOC100420851	35
LOC107985056	0
LOC100419980	0
LOC107985055	0
RN7SL301P	0
CCL4	2
LOC101927369	0
CCL3	0
CCL3-AS1	0
CCL18	84
LOC105379599	0
MIR3183	0
LOC105371481	0
LOC112268190	0
ABR	18
TIMM22	0
NXN	623
RPH3AL-AS1	0
RPH3AL	59
LOC107984761	0
LOC107984089	1
FMN1	40
GREM1-AS1	0
GREM1	1
LOC105370756	0
SCG5-AS1	1
LOC105379633	1
SCG5	0
ARHGAP11A-SCG5	0
ARHGAP11A	0
RN7SL286P	0
GOLGA8N	1
LOC101928042	0
LINC02256	28
WHAMMP1	10
LOC107984723	0
LOC101060588	0
RNU6-18P	0
LOC107984069	1
LOC105370754	1
CHRNA7	9
DEPDC1P1	0
LOC105370753	4
OTUD7A	8
LOC400347	0
UBE2CP4	2
LOC105370939	0
LOC105376707	0
KLF13	69
LOC283710	0
LOC107984092	7
LINC02352	2
LOC107984779	0
MIR211	0
LOC105370752	22
TRPM1	1
RNU6-466P	0
MTMR10	74
FAN1	15
LOC388104	0
LOC100629121	0
HERC2P10	0
RN7SL82P	0
LOC107987436	0
LOC101930434	3
LOC107984025	0
LOC100288637	4
ARHGAP11B	2
RN7SL628P	0
GOLGA8H	0
ARHGAP11B-DT	1
ULK4P1	0
DNM1P29	1
RN7SL196P	0
LOC100288482	0
GOLGA8R	3
LOC105376704	12
MPHOSPH10P3	0
LOC105370750	0
LOC101929944	0
GOLGA8Q	1
DNM1P50	1
ULK4P2	0
LOC105370751	0
CHRFAM7A	7
LOC102724055	2
RNU6-17P	0
LOC728424	17
LINC02249	0
LOC105370747	1
LOC105370746	0
DNM1P30	1
RN7SL469P	0
LOC101929922	0
GOLGA8T	0
ULK4P3	0
DNM1P28	0
RN7SL673P	0
GOLGA8J	0
SYNGR2P1	0
NCAPGP2	26
HMGN2P5	7
TJP1	85
LOC105370743	2
LOC100130111	0
TUBBP8	0
NSMCE3	0
LOC100420707	5
FAM189A1	12
APBA2	1
PDCD6IPP2	9
LOC100289656	0
LOC100996670	0
WHAMMP2	0
RN7SL719P	0
LOC107984746	0
GOLGA8M	0
LOC100419574	0
HERC2P9	0
HERC2P11	0
LOC105369220	0
LOC100132202	0
MPHOSPH10P8	0
GOLGA8G	0
ABCB10P4	0
MIR4509-3	0
LOC101059997	0
MIR4509-2	0
ABCB10P3	0
GOLGA8F	34
MPHOSPH10P7	0
GOLGA6L22	2
LOC101060587	0
HERC2P1	0
RPL41P2	50
HERC2	69
RPL5P32	0
OCA2	3
LOC100421667	0
MIR4509-1	0
ABCB10P1	0
RN7SL106P	0
GOLGA8DP	0
MPHOSPH10P5	0
GOLGA6L1	0
LOC101060118	0
ELMO2P1	3
TUBGCP5	11
PRB1	0
PRB4	0
PRB3	0
LOC100420583	0
LOC107987435	0
TAS2R42	0
TAS2R67P	0
SMIM10L1	46
TAS2R30	0
TAS2R45	0
TAS2R68P	2
TAS2R46	0
TAS2R63P	0
TAS2R31	2
TAS2R19	1
TAS2R20	0
TAS2R50	0
TAS2R15P	0
TAS2R14	0
PRH1-TAS2R14	0
PRH2	0
TAS2R13	0
TAS2R12P	0
PRH1	0
PRR4	0
PRH1-PRR4	0
LOC100420580	0
TAS2R10	0
LOC107984459	0
TAS2R9	0
TAS2R8	0
TAS2R7	0
IFITM10	8
KRTAP5-6	0
LINC02708	1
FAM99B	0
FAM99A	0
KRTAP5-5	1
KRTAP5-4	0
KRTAP5-3	0
KRTAP5-2	0
KRTAP5-1	0
KRTAP5-AS1	0
DUSP8	11
LOC105379626	5
LOC105379586	0
LOC105377775	0
LOC105379627	0
FAM20C	152
LOC105375116	0
LOC105375115	0
LOC100507642	3
LOC102723672	2
LOC105375114	0
LOC101929756	0
LOC105375113	0
LOC107986751	0
LOC105375112	1
LOC102723872	0
RNU1-79P	0
LOC107987429	1
LOC112267926	0
LOC107987427	0
LOC105375006	0
TRA-CGC2-1	0
TRA-AGC4-1	1
LINC00533	0
TRT-CGT3-1	0
TRA-TGC2-1	0
LOC105374996	5
TRA-TGC9-1	0
TRA-AGC3-1	0
TRS-GCT4-1	0
TRQ-TTG2-1	0
ZBED9	0
TRR-TCG5-1	0
LOC107986586	0
TRI-TAT3-1	0
GPX5	0
GPX6	1
PROP1	3
SUDS3P1	4
LOC100128340	0
LOC728554	0
MCCC2	185
HMGN1P12	0
LOC100419852	0
BDP1	20
LOC107987434	0
PMCHL2	0
LINC02197	1
LOC107986421	0
LOC441081	1
GUSBP17	1
LOC107987433	0
GUSBP9	81
CDH12P4	0
NAIPP4	7
GTF2H2	0
NAIPP1	0
NAIP	1
SMN1	8
SERF1A	1
CDH12P3	2
NAIPP2	24
SMN2	1
SERF1B	0
CDH12P2	0
LOC105369228	0
LOC105379023	1
LOC112268330	0
GUSBP1	55
LOC728452	0
LOC728506	0
GUSBP15	8
GUSBP3	0
LOC105379623	0
RARRES2P4	0
FRG2	0
DUX4L9	0
RNA5SP175	0
RNA5SP174	0
TUBB7P	0
MLLT10P2	0
FRG1	2
LINC01881	5
LINC01880	0
LOC105373980	0
LOC285097	0
LINC01238	0
LINC01237	0
LOC101926946	21
LOC105374866	2
LOC112268329	0
OR2G6	8
OR2AS2P	0
OR2T5	0
LOC105373277	1
OR2T3	0
LOC105373279	0
OR2T2	0
OR2T7	0
OR2T1	0
OR2T6	0
OR2T4	0
TBX22	0
LINC00685	8
APOBEC3A_B	1
LOC105373032	0
NCF4	69
NCF4-AS1	0
PVALB	0
NDUFA9P1	0
RPL41P3	0
RBFOX2	13
APOL5	3
MRPS16P3	0
CABIN1	282
GSTTP2	1
GSTT1	1
GSTT1-AS1	0
LOC391322	0
LOC100420769	3
EIF4EBP1P2	0
MTND1P13	0
GSTT4	0
GSTT2	3
DDT	0
DDTL	1
GSTT2B	21
LOC100652871	0
LOC100129358	0
LOC107985558	0
MIF	0
MIF-AS1	0
RN7SL268P	0
SLC2A11	0
DERL3	0
SMARCB1	0
MMP11	0
LOC107985577	0
CHCHD10	0
C22orf15	3
LINC02557	1
LOC648771	113
FAM230I	0
LINC01659	0
LOC107985555	0
ZDHHC8P1	1
CES5AP1	0
LL22NC03-63E9.3	0
PRAME	0
LOC105379601	0
ZNF280A	0
LOC105379602	0
ZNF280B	0
LOC100736412	0
LOC105379603	0
LOC105379604	4
LOC102725003	0
LOC105379605	0
IGLV5-39	1
IGLV7-43	0
LOC102724999	19
IGLV5-45	7
SNORD159	0
LSS	30
SPATC1L	1
FTCD-AS1	0
FTCD	0
GART	139
DNAJC28	0
RPS5P3	0
TMEM50B	0
IFNGR2	74
C21orf62	2
C21orf62-AS1	0
PAXBP1	152
RNU4-45P	0
LOC100420035	0
LOC105379618	0
LINC00308	0
LOC100134423	2
BTG3-AS1	0
BTG3	108
LOC107987418	1
NEK4P1	0
LOC107985511	0
PCMTD2	97
MYT1	0
LOC105372727	1
NPBWR2	0
OPRL1	3
KCNQ2-AS1	0
LOC105372721	4
KCNQ2	7
LOC105372704	0
TAF4	18
MIR1257	0
CDH4	15
LOC107985440	0
LOC107987425	0
PCAT19	557
TPM3P5	59
PLEKHA3P1	5
LINC01480	1
LOC110467527	1
CEACAM21	10
CEACAMP3	0
DNAJC19P2	0
LOC105372404	0
CEACAM4	14
DNAJC19P3	0
LOC105372405	0
CEACAM7	0
GPI	508
GARRE1	61
RPL29P33	0
LSM14A	29
ZNF92P2	0
PCGF7P	6
MTDHP5	0
VN1R85P	0
ZNF676	0
BNIP3P30	0
LOC105372328	0
LOC107985324	0
BNIP3P31	0
ZNF43	31
BRI3BPP1	0
CCNYL6	0
ZNF100	0
VN1R84P	0
MTDHP4	0
MTDHP3	1
LOC400682	0
ZNF430	30
LOC112268247	0
KRT18P40	0
ZNF85	0
LOC100418993	0
LOC100418992	0
LOC100418991	0
LOC100418990	0
LOC100418989	0
LOC100418988	0
LOC100418987	0
LOC100418986	0
BNIP3P24	0
ZNF66	7
VN1R79P	0
LOC100533638	0
LOC105372319	0
SBNO2	9
MED16	226
CFD	1
ELANE	0
PRTN3	0
AZU1	0
CTDP1	122
CTDP1-DT	0
LOC284240	0
DSEL	0
LOC100422053	0
RPLP0P11	0
LOC105372115	0
SKA1	0
LOC105372114	0
RNA5SP458	0
TBCD	300
B3GNTL1	8
METRNL	236
SEPTIN9	644
LOC107984143	0
SEPTIN9-DT	0
LACAT1	0
MYL6P5	0
RDM1P4	0
LOC107984156	1
LOC100294336	25
LOC101929775	10
LOC107984142	10
LOC112268319	1
LOC100996747	0
LOC100996745	1
LOC105371801	0
LOC105371799	0
RN7SL656P	1
LRRC37A	6
LOC107987254	2
LOC100996709	18
NSFP1	0
LOC101929774	1
KRTAP16-1	0
KRTAP17-1	0
TBC1D3P7	0
KRT33A	3
LOC105371778	0
KRT33B	0
KRT34	0
LOC100653049	0
KRT31	2
KRT41P	3
LOC100505782	1
KRT37	0
KRTAP9-3	0
KRTAP9-8	0
KRTAP4-12	0
KRTAP4-11	0
KRTAP4-9	0
KRTAP4-16	0
KRTAP4-8	0
LOC100996750	1
KRTAP2-5P	0
KRTAP2-4	0
KRTAP2-3	0
KRTAP2-2	0
KRTAP2-1	0
KRTAP1-1	0
KRTAP1-3	0
KRTAP1-4	0
KRTAP1-5	0
KRTAP3-1	0
KRTAP3-4P	0
KRTAP3-2	0
KRTAP3-3	0
KRT40	0
KRT39	0
LOC107985072	0
KRT23	0
KRT20	0
KRT12	0
LOC105371777	0
C17orf98	0
MIR4727	0
CWC25	8
PIP4K2B	1
RNU6-866P	0
PSMB3	1
TRN-GTT2-5	0
LOC100287808	0
PCGF2	1
RNA5SP440	0
CISD3	0
MIR4726	0
LOC105371762	0
MLLT6	0
MIR4734	0
LOC105371763	0
LOC105371764	0
EPOP	0
LOC105371761	0
SRCIN1	1
LOC101929494	0
ARHGAP23	21
SOCS7	4
GPR179	0
MRPL45	25
LOC105371760	0
NPEPPSP1	3
TBC1D3	0
LOC102723933	0
RNA5SP526	0
LOC112268325	0
TBC1D3E	10
LOC102723851	0
RNU6-489P	0
YWHAEP7	0
LOC105371757	0
LOC105371754	0
LOC107985009	0
HNF1B	11
LOC105371756	2
LOC105371755	0
MIR378J	0
DDX52	35
SYNRG	4
DUSP14	16
LOC100419621	0
TADA2A	8
C17orf78	0
SNORA90	0
RPL18AP12	71
HMGB1P24	0
RPS2P49	0
ACACA	6
LOC105371753	0
MIR2909	0
AATF	0
LHX1	23
LHX1-DT	1
LOC105371750	21
LOC105379600	0
LOC105371751	0
LOC105376836	8
MRM1	6
LOC107985031	0
DHRS11	0
RPS2P50	0
GGNBP2	11
PIGW	0
MYO19	2
RNA5SP439	0
ZNHIT3	0
LOC105371749	0
TBC1D3JP	0
TBC1D3F	0
RNU6-1192P	0
TBC1D3H	0
LOC100420852	0
LOC102723414	0
LOC101060212	0
CCL23	125
CCL15	0
CCL15-CCL14	0
CCL14	0
CCL16	9
LYZL6	0
RDM1	0
LOC100133244	0
LRRC37A9P	0
LRRC37A8P	0
LOC105371745	0
CCL5	0
LOC105371744	0
LOC107985049	0
HEATR9	0
TAF15	0
MMP28	29
SERPINF1	166
SERPINF2	1
WDR81	54
MIR22	0
MIR22HG	0
TLCD2	0
PRPF8	2
RILP	8
SCARF1	0
RN7SL105P	0
SLC43A2	22
CRK	27
YWHAE	0
ABR-AS1	0
MRPL14P1	1
LOC105371480	1
LOC105371425	0
LOC101929045	2
LINC02091	1
DOC2B	1
SCGB1C2	0
LOC101929828	0
GTF2IP17	0
LOC101929823	0
LINC02887	0
LOC102723777	0
LOC101929817	0
UTP4	76
RNU6-22P	0
SNTB2	317
CES5A	0
CES1	58
LOC107987423	84
LOC441750	0
LOC100133127	0
LOC105371105	0
LOC105371098	1
NPIPA7	0
MIR6511A3	0
PKD1P2	1
MIR6770-2	0
MIR6511A2	0
PKD1P1	10
MIR3180-2	0
MIR3670-2	1
MIR3179-2	0
LOC105371099	0
NOMO3	1
LOC105371100	0
ABCC6	22
RPL17P40	10
ABCC1	83
RPL15P20	0
LOC107984869	35
RNU6-213P	0
CEP20	10
MYH11	2
NDE1	5
MIR484	0
MIR6506	0
MARF1	2
LOC105371102	0
BMERB1	3
MPV17L	8
NPIPA5	0
LOC105371103	1
ABCC6P1	22
ABCC6P2	6
NOMO1	107
MIR3179-1	0
MIR3670-1	0
MIR3180-1	0
MIR1972-1	0
LOC728138	2
NPIPA1	1
MIR3179-3	0
MIR3670-3	0
MIR3180-3	0
LOC102724992	4
MIR6511A1	0
LOC100288162	0
MIR6770-1	0
NPIPA2	5
PKD1	180
LOC102724984	32
MIR1972-2	0
NTAN1	27
RRN3	43
LOC100505915	6
NPIPP1	15
NPIPA8	0
MIR6511B2	0
PKD1P6-NPIPP1	11
PDXDC1	131
MIR4516	14
MIR3180-4	0
LOC105371096	0
LOC105371097	0
LOC107984870	0
LOC100652777	1
NPIPA3	0
LOC105371095	0
PLA2G10	0
RNU7-125P	0
BFAR	0
RN7SL274P	0
LOC107984865	0
LOC105371094	0
LOC107987416	0
PARN	2
CDIP1	7
HMOX2	1
NMRAL1	2
DNAJA3	0
VASN	0
CORO7	0
PAM16	0
CORO7-PAM16	0
GLIS2-AS1	0
GLIS2	18
HS3ST6	0
LINC02124	0
LINC00254	0
CAPN15	171
LINC00235	0
LOC107987417	0
RAB11FIP3	12
DECR2	0
CPEB1	1
RPS17	1
DNM1P38	0
LOC105370926	4
GOLGA2P10	41
CSPG4P10	1
UBE2Q2P6	23
LOC102724034	0
GOLGA6L3	59
GOLGA6L9	58
RPL9P8	5
UBE2Q2P2	2
GOLGA6L4	6
DNM1P41	36
LOC103171574	0
UBE2Q2L	2
LOC440300	6
LOC105379597	0
LOC101929479	2
GOLGA2P7	45
GOLGA6L10	113
DNM1P43	0
ADAMTS7P1	1
MIR4311	0
LOC105370867	0
MEGF11	23
RNU1-119P	0
LOC105370798	0
SORD2P	14
TRIM69	3
LOC100419583	4
MIR10393	0
B2M	2868
PATL2	18
LOC107987422	0
CYFIP1	493
GOLGA8IP	0
RN7SL495P	0
LOC101927846	0
LOC100419579	1
HERC2P2	111
HERC2P7	5
LOC112268161	0
MPHOSPH10P9	0
GOLGA8EP	0
SPATA31E3P	0
LOC441711	13
LOC102724737	0
LOC107987218	0
FAM30C	0
OR4M2B	0
OR4H6P	0
LOC107987217	0
LINC02203	0
OR11J6P	0
OR11J2P	0
MIR5701-2	0
NF1P9	1
LOC105369227	0
LOC107984135	0
VN1R60P	0
RNU6-631P	0
MIR3118-3	0
POTEB3	0
GRAMD4P6	0
CXADRP2	13
LONRF2P4	0
RNU6-1235P	0
LOC105379593	0
LOC646214	12
LOC105370714	1
LOC105370715	0
NBEAP4	4
IGHV5-78	0
MIR5195	0
IGHVIII-76-1	0
IGHV3-76	0
IGHV3-75	0
IGHVII-74-1	0
IGHV3-74	0
IGHV3-73	0
IGHV3-72	0
IGHV3-71	0
IGHV2-70	4
IGHV1-69D	18
IGHV1-69-2	0
IGHV3-69-1	0
IGHV2-70D	0
IGHV1-69	0
IGHV1-68	0
IGHVIII-67-4	0
IGHVIII-67-3	0
IGHVIII-67-2	0
IGHVII-67-1	0
SLC20A1P1	0
IGHV1-67	0
IGHV3-66	0
IGHVII-65-1	0
IGHV3-65	0
LOC102724977	0
IGHV3-64	0
GOLGA4P3	0
IGHV3-63	0
IGHVII-62-1	0
IGHV3-62	0
IGHV4-61	0
IGHVII-60-1	0
RNA5SP389	0
IGHV3-60	0
IGHV4-59	0
IGHV1-58	0
IGHV3-57	0
IGHV7-56	0
IGHV4-55	0
IGHV3-54	0
IGHVII-53-1	0
IGHV3-53	0
IGHV3-52	0
IGHVII-51-2	0
IGHV8-51-1	0
IGHV5-51	0
IGHV3-50	0
IGHVII-49-1	0
IGHV3-49	0
IGHV3-48	0
IGHVIII-47-1	0
IGHV3-47	0
IGHVII-46-1	0
IGHV1-46	0
IGHV1-45	0
IGHVII-44-2	0
IGHVIV-44-1	0
LINC00221	0
IGHVIII-44	0
IGHVII-43-1	0
IGHV3-43	0
IGHV3-42	0
HOMER2P1	0
IGHV3-41	0
IGHVII-40-1	0
