Geneid	RNA STAR on data 248, data 243, and data 242: mapped.bam
LOC107986588	0
EHMT2	1
SLC44A4	33
NEU1	5
VARS1	10
VWA7	0
SAPCD1-AS1	0
SAPCD1	0
RNU6-850P	0
MSH5	0
MSH5-SAPCD1	0
LOC105375020	0
CLIC1	0
DDAH2	6
MPIG6B	0
LY6G6C	0
LY6G6D	0
LY6G6E	0
LY6G6F	0
LY6G6F-LY6G6D	0
MIR4646	0
LOC105375018	0
ABHD16A	0
LOC105375019	0
LY6G5C	1
LY6G5B	55
CSNK2B	149
GPANK1	3
C6orf47	4
APOM	0
BAG6	13
MIR6832	0
SNORA38	0
PRRC2A	157
AIF1	8
UQCRHP1	0
NCR3	0
LST1	1
LTB	0
TNF	0
LTA	1
LOC100287329	0
NFKBIL1	4
ATP6V1G2	2
DDX39B-AS1	0
SNORD84	0
SNORD117	0
DDX39B	0
ATP6V1G2-DDX39B	0
MCCD1	0
RPL15P4	0
PPIAP9	0
MICB	27
MICB-DT	17
HCG26	5
HCP5	3
HLA-X	0
LINC01149	0
MICA	353
MICA-AS1	25
LOC105379664	0
MIR6891	0
HLA-B	48987
LINC02571	0
RPL3P2	105
USP8P1	1
HLA-C	41442
HCG27	10
PSORS1C3	30
POU5F1	426
TCF19	144
RNU6-1133P	0
HCG22	0
MUC22	0
LINC00243	0
HCG20	0
RN7SL353P	0
IER3	16
IER3-AS1	0
FLOT1	118
TUBB	1074
MDC1-AS1	0
MDC1	12
LOC107987457	0
DHX16	11
C6orf136	0
PTMAP1	0
ATAT1	1
MRPS18B	16
PPP1R10	1
MIR877	0
ABCF1	0
ABCF1-DT	0
PRR3	0
GNL1	0
LINC02569	0
HLA-E	1
RANP1	0
SUCLA2P1	0
LOC105375012	0
MICC	0
UBQLN1P1	0
HLA-N	0
RPP21	0
TRIM39-RPP21	0
TRIM39	3
HCG18	210
HLA-L	16
HCG17	1
PAIP1P1	3
TRIM26	37
TRIM15	3
TRIM10	1
TRIM40	0
TRIM31-AS1	6
TRIM31	156
RNF39	283
PPP1R11	370
POLR1H	146
ETF1P1	0
HLA-J	22
HCG4P3	7
ZNRD1ASP	53
LOC353007	0
MCCD1P2	0
DDX39BP2	0
HCG9	2
HLA-A	20929
HLA-K	1010
HCG4B	27
DDX39BP1	0
HLA-H	176
HCP5B	0
LOC105375010	0
HCGVIII-2	0
HLA-G	0
MICG	0
RPL7AP7	0
HLA-P	0
HCG4P9	0
HLA-V	0
HCG4	0
LOC353010	1
LOC105379663	0
IFITM4P	0
MICE	16
HLA-F-AS1	20
HLA-F	149
ZDHHC20P1	0
ZFP57	0
MOG	0
SUMO2P1	8
GABBR1	4
OR2I1P	1
GPR53P	0
LINC01015	0
LINC02829	4
RPS17P1	0
MAS1L	0
LOC105375008	0
MAS1LP1	0
UBDP1	0
OR2H1	0
LOC105379641	0
OR10C1	0
OR11A1	0
OR12D1	0
OR12D2	0
OR12D3	0
OR5V1	0
DDX6P1	0
OR14J1	0
OR2B4P	0
LOC105375005	0
OR2U2P	0
OR2U1P	0
OR2G1P	0
LOC101929006	0
OR2H4P	0
OR2J4P	0
OR2J2	0
OR2N1P	0
OR2J3	0
OR2J1	0
OR2B3	0
SAR1AP1	0
OR2P1P	0
OR2W1	0
LOC100129636	0
OR2AD1P	0
LOC105375002	0
ZNF311	25
TRL-AAG3-1	4
HCG15	0
TRE-CTC1-6	0
TRF-GAA1-2	0
RN7SL471P	0
KRT18P1	0
TRM-CAT3-2	0
TRK-TTT3-3	0
TRM-CAT3-1	0
LINC01556	1
TRL-AAG2-2	0
TRQ-CTG1-3	0
TRL-CAA1-2	0
RNU6-930P	0
TRIM27	5
HCG14	0
TRL-CAA1-1	0
ZNF90P2	0
TRR-CCG1-2	0
TRA-AGC2-2	0
RPL13P	0
LINC01623	0
TRA-AGC2-1	0
TRF-GAA4-1	0
TRA-TGC5-1	0
TRF-GAA3-1	0
TRA-TGC7-1	0
TRA-AGC1-1	0
TRF-GAA1-1	0
TRA-TGC1-1	0
NOP56P1	0
TRA-AGC23-1	0
TRA-TGC6-1	0
TRK-TTT7-1	0
TRR-CCG1-1	0
RPSAP2	0
TRA-CGC4-1	0
TRF-GAA11-1	0
TRT-AGT3-1	0
TRA-AGC7-1	0
TRA-CGC5-1	0
TRK-TTT13-1	0
LOC100288016	0
LOC105374297	0
LOC105374298	0
SDHAP2	1
MIR570	0
SMBD1P	281
MIR570HG	3
MUC20	233
MUC4	7167
LOC112268340	0
LYPLA2P1	0
MYL12BP3	0
DAXX	13
ZBTB22	34
TAPBP	106
RGL2	11
MIR6834	0
PFDN6	0
MIR6873	0
WDR46	92
B3GALT4	19
RING1	0
MIR219A1	0
HSD17B8	0
SLC39A7	0
RNY4P10	0
RXRB	34
HCG24	0
LOC105375021	1
RNU1-116P	0
HLA-DRB2	0
HLA-DRB3	3899
LOC105379657	0
RNA5SP206	0
C4A	0
ZBTB12	0
SNORD52	0
SNORD48	0
SNHG32	3
HSPA1B	183
HSPA1A	0
HSPA1L	3
LSM2	1
LOC105379656	1
DHFRP2	1
CCHCR1	401
POLR2LP1	0
PSORS1C2	0
CDSN	171
PSORS1C1	20
C6orf15	0
MUC21	42
NAPGP2	0
HCG21	1
MUCL3	0
SFTA2	20
VARS2	5
GTF2H4	0
MIR4640	0
DDR1	91
LINC02570	0
RPL7P4	0
NRM	1
PPP1R18	1
TRIM26BP	0
MICD	0
HLA-W	0
MICF	0
LOC107987452	0
RPL23AP1	0
HCG4P11	0
OR2H2	0
RPL13AP	0
SNORD32B	0
TMEM183AP1	0
OR2H5P	0
UBD	0
TRV-AAC6-1	0
LOC112268339	0
LOC112268337	0
HLA-DQB1-AS1	126
LOC107987449	0
FKBPL	0
ATF6B	76
LOC110384692	0
LOC112267902	4
WASF5P	0
LOC107987448	4
HCG4P8	0
LOC107987447	0
HCG9P5	0
LOC112268336	0
LOC100294188	0
LOC112268335	0
HLA-S	0
ZDHHC20P2	0
RN7SKP186	0
TMPOP1	0
LOC107987443	0
TCF20	49
CYP2D8P	2
CYP2D7	107
LOC112268333	17
LOC102723722	70
CYP2D6	22
LOC105373047	1
OLA1P1	0
NDUFA6-DT	0
NDUFA6	0
SMDT1	4
PHETA2	77
LOC112268334	0
MUC2	10
LOC107987157	0
LINC02688	0
MUC6	5
AP2A2	768
RNU6-1025P	0
LOC105377779	0
MIR3674	0
CLN8	2
CLN8-AS1	0
LOC100130321	0
LOC105377778	0
DLGAP2	0
DLGAP2-AS1	0
HLA-DPA3	0
LOC112267927	0
LOC100294160	0
LOC107987440	0
LINC01596	0
LOC105377619	0
FRG1-DT	0
RNU1-51P	0
LOC105377616	1
LOC107987311	0
LINC01262	0
LOC105377615	0
HSP90AA4P	0
LOC105377614	0
KRT18P53	0
FABP5P13	0
LOC102723840	0
PPP2R3B	315
LOC101929829	1
LOC107987438	0
LOC107987441	0
LOC105372225	0
SALL3	0
LINC01896	0
LOC105372221	0
LOC105372220	0
LOC105372219	0
WNT9B	0
LOC101929777	0
WNT3	1
RPS7P11	21
LOC107985026	0
NSF	24
FAM215B	17
RN7SL199P	4
LRRC37A2	147
ARL17A	77
RDM1P2	7
LOC100132570	7
DND1P2	3
MAPK8IP1P1	0
KANSL1-AS1	11
LOC107985027	0
KANSL1	349
STH	0
LOC105371800	0
MAPT-IT1	0
MAPT	1
SPPL2C	0
MAPT-AS1	0
CRHR1	0
LOC107985028	0
LOC105371802	0
ARF2P	18
LINC02210-CRHR1	0
LINC02210	72
RPS26P8	111
MAPK8IP1P2	10
LOC105376839	0
DND1P1	1
RDM1P1	0
LOC102724345	5
LRRC37A4P	5
LOC112267925	0
LRRC37A3	141
LOC105369225	0
MIR4315-1	0
PLEKHM1	288
ARHGAP27	332
LOC105371796	0
RNA5SP443	0
KRTAP9-12P	0
KRTAP9-2	0
KRTAP9-4	0
KRTAP9-9	0
KRTAP9-6	0
KRTAP9-11P	0
KRTAP9-7	0
KRTAP9-10P	0
KRTAP29-1	0
LOC102724956	0
TBC1D3I	0
LOC105371747	0
CCL4L1	9
CCL3L1	1
LOC107987437	1
LOC105379634	0
CCL3P1	0
TBC1D3G	0
LOC100420853	0
YWHAEP6	0
LOC105379635	0
CCL4L2	0
CCL3L3	0
TBC1D3B	0
LOC100420851	26
LOC107985056	0
LOC100419980	0
LOC107985055	0
RN7SL301P	0
CCL4	0
LOC101927369	2
CCL3	0
CCL3-AS1	0
CCL18	167
LOC105379599	0
MIR3183	0
LOC105371481	0
LOC112268190	0
ABR	48
TIMM22	0
NXN	320
RPH3AL-AS1	0
RPH3AL	218
LOC107984761	0
LOC107984089	2
FMN1	113
GREM1-AS1	0
GREM1	3
LOC105370756	0
SCG5-AS1	0
LOC105379633	2
SCG5	0
ARHGAP11A-SCG5	0
ARHGAP11A	8
RN7SL286P	0
GOLGA8N	20
LOC101928042	1
LINC02256	16
WHAMMP1	48
LOC107984723	2
LOC101060588	0
RNU6-18P	0
LOC107984069	0
LOC105370754	0
CHRNA7	2
DEPDC1P1	0
LOC105370753	0
OTUD7A	2
LOC400347	0
UBE2CP4	0
LOC105370939	0
LOC105376707	0
KLF13	120
LOC283710	21
LOC107984092	35
LINC02352	14
LOC107984779	5
MIR211	0
LOC105370752	0
TRPM1	0
RNU6-466P	0
MTMR10	113
FAN1	124
LOC388104	0
LOC100629121	0
HERC2P10	0
RN7SL82P	0
LOC107987436	0
LOC101930434	1
LOC107984025	0
LOC100288637	70
ARHGAP11B	10
RN7SL628P	0
GOLGA8H	11
ARHGAP11B-DT	6
ULK4P1	0
DNM1P29	0
RN7SL196P	0
LOC100288482	0
GOLGA8R	38
LOC105376704	13
MPHOSPH10P3	1
LOC105370750	0
LOC101929944	0
GOLGA8Q	12
DNM1P50	0
ULK4P2	0
LOC105370751	0
CHRFAM7A	6
LOC102724055	0
RNU6-17P	0
LOC728424	0
LINC02249	0
LOC105370747	0
LOC105370746	0
DNM1P30	0
RN7SL469P	0
LOC101929922	0
GOLGA8T	0
ULK4P3	1
DNM1P28	0
RN7SL673P	0
GOLGA8J	0
SYNGR2P1	0
NCAPGP2	0
HMGN2P5	6
TJP1	132
LOC105370743	9
LOC100130111	0
TUBBP8	0
NSMCE3	0
LOC100420707	6
FAM189A1	0
APBA2	3
PDCD6IPP2	6
LOC100289656	0
LOC100996670	0
WHAMMP2	0
RN7SL719P	0
LOC107984746	0
GOLGA8M	0
LOC100419574	0
HERC2P9	2
HERC2P11	0
LOC105369220	0
LOC100132202	0
MPHOSPH10P8	0
GOLGA8G	0
ABCB10P4	0
MIR4509-3	0
LOC101059997	0
MIR4509-2	0
ABCB10P3	0
GOLGA8F	0
MPHOSPH10P7	0
GOLGA6L22	0
LOC101060587	0
HERC2P1	3
RPL41P2	80
HERC2	367
RPL5P32	0
OCA2	1
LOC100421667	0
MIR4509-1	0
ABCB10P1	0
RN7SL106P	0
GOLGA8DP	0
MPHOSPH10P5	0
GOLGA6L1	0
LOC101060118	0
ELMO2P1	0
TUBGCP5	115
PRB1	0
PRB4	0
PRB3	0
LOC100420583	0
LOC107987435	0
TAS2R42	0
TAS2R67P	0
SMIM10L1	108
TAS2R30	0
TAS2R45	0
TAS2R68P	0
TAS2R46	0
TAS2R63P	0
TAS2R31	1
TAS2R19	2
TAS2R20	2
TAS2R50	0
TAS2R15P	0
TAS2R14	0
PRH1-TAS2R14	0
PRH2	0
TAS2R13	0
TAS2R12P	0
PRH1	0
PRR4	0
PRH1-PRR4	0
LOC100420580	0
TAS2R10	0
LOC107984459	0
TAS2R9	0
TAS2R8	0
TAS2R7	0
IFITM10	139
KRTAP5-6	0
LINC02708	0
FAM99B	0
FAM99A	0
KRTAP5-5	0
KRTAP5-4	0
KRTAP5-3	0
KRTAP5-2	0
KRTAP5-1	0
KRTAP5-AS1	0
DUSP8	1
LOC105379626	0
LOC105379586	0
LOC105377775	0
LOC105379627	0
FAM20C	463
LOC105375116	0
LOC105375115	0
LOC100507642	38
LOC102723672	2
LOC105375114	0
LOC101929756	0
LOC105375113	0
LOC107986751	4
LOC105375112	5
LOC102723872	0
RNU1-79P	0
LOC107987429	2
LOC112267926	0
LOC107987427	0
LOC105375006	0
TRA-CGC2-1	0
TRA-AGC4-1	0
LINC00533	0
TRT-CGT3-1	0
TRA-TGC2-1	0
LOC105374996	0
TRA-TGC9-1	0
TRA-AGC3-1	0
TRS-GCT4-1	0
TRQ-TTG2-1	0
ZBED9	3
TRR-TCG5-1	0
LOC107986586	0
TRI-TAT3-1	0
GPX5	0
GPX6	0
PROP1	0
SUDS3P1	2
LOC100128340	4
LOC728554	0
MCCC2	1574
HMGN1P12	0
LOC100419852	0
BDP1	33
LOC107987434	0
PMCHL2	0
LINC02197	0
LOC107986421	0
LOC441081	6
GUSBP17	2
LOC107987433	0
GUSBP9	37
CDH12P4	0
NAIPP4	18
GTF2H2	41
NAIPP1	1
NAIP	11
SMN1	16
SERF1A	32
CDH12P3	0
NAIPP2	14
SMN2	9
SERF1B	3
CDH12P2	0
LOC105369228	0
LOC105379023	1
LOC112268330	0
GUSBP1	294
LOC728452	0
LOC728506	4
GUSBP15	30
GUSBP3	3
LOC105379623	0
RARRES2P4	0
FRG2	0
DUX4L9	0
RNA5SP175	0
RNA5SP174	0
TUBB7P	0
MLLT10P2	0
FRG1	22
LINC01881	18
LINC01880	0
LOC105373980	0
LOC285097	0
LINC01238	0
LINC01237	2
LOC101926946	0
LOC105374866	3
LOC112268329	1
OR2G6	0
OR2AS2P	0
OR2T5	0
LOC105373277	0
OR2T3	0
LOC105373279	0
OR2T2	0
OR2T7	0
OR2T1	0
OR2T6	0
OR2T4	0
TBX22	0
LINC00685	8
APOBEC3A_B	0
LOC105373032	0
NCF4	301
NCF4-AS1	1
PVALB	0
NDUFA9P1	0
RPL41P3	1
RBFOX2	67
APOL5	0
MRPS16P3	0
CABIN1	3649
GSTTP2	0
GSTT1	1443
GSTT1-AS1	7
LOC391322	44
LOC100420769	1
EIF4EBP1P2	0
MTND1P13	0
GSTT4	0
GSTT2	50
DDT	1
DDTL	0
GSTT2B	133
LOC100652871	0
LOC100129358	0
LOC107985558	0
MIF	0
MIF-AS1	0
RN7SL268P	0
SLC2A11	0
DERL3	14
SMARCB1	0
MMP11	0
LOC107985577	0
CHCHD10	0
C22orf15	1
LINC02557	0
LOC648771	182
FAM230I	0
LINC01659	0
LOC107985555	0
ZDHHC8P1	0
CES5AP1	0
LL22NC03-63E9.3	0
PRAME	0
LOC105379601	0
ZNF280A	0
LOC105379602	0
ZNF280B	0
LOC100736412	0
LOC105379603	146
LOC105379604	0
LOC102725003	34
LOC105379605	0
IGLV5-39	11
IGLV7-43	0
LOC102724999	638
IGLV5-45	101
SNORD159	0
LSS	31
SPATC1L	0
FTCD-AS1	0
FTCD	4
GART	543
DNAJC28	0
RPS5P3	0
TMEM50B	1
IFNGR2	204
C21orf62	0
C21orf62-AS1	2
PAXBP1	1178
RNU4-45P	0
LOC100420035	0
LOC105379618	0
LINC00308	0
LOC100134423	41
BTG3-AS1	0
BTG3	351
LOC107987418	0
NEK4P1	0
LOC107985511	0
PCMTD2	489
MYT1	0
LOC105372727	0
NPBWR2	0
OPRL1	3
KCNQ2-AS1	0
LOC105372721	0
KCNQ2	9
LOC105372704	0
TAF4	77
MIR1257	0
CDH4	4
LOC107985440	0
LOC107987425	0
PCAT19	35
TPM3P5	70
PLEKHA3P1	14
LINC01480	2
LOC110467527	0
CEACAM21	4
CEACAMP3	0
DNAJC19P2	0
LOC105372404	0
CEACAM4	6
DNAJC19P3	0
LOC105372405	1
CEACAM7	14
GPI	5787
GARRE1	135
RPL29P33	0
LSM14A	94
ZNF92P2	0
PCGF7P	10
MTDHP5	0
VN1R85P	0
ZNF676	0
BNIP3P30	0
LOC105372328	0
LOC107985324	0
BNIP3P31	0
ZNF43	148
BRI3BPP1	0
CCNYL6	0
ZNF100	0
VN1R84P	0
MTDHP4	0
MTDHP3	0
LOC400682	0
ZNF430	176
LOC112268247	0
KRT18P40	0
ZNF85	0
LOC100418993	0
LOC100418992	0
LOC100418991	0
LOC100418990	0
LOC100418989	0
LOC100418988	0
LOC100418987	0
LOC100418986	0
BNIP3P24	0
ZNF66	11
VN1R79P	0
LOC100533638	0
LOC105372319	0
SBNO2	32
MED16	1741
CFD	1
ELANE	0
PRTN3	0
AZU1	0
CTDP1	276
CTDP1-DT	0
LOC284240	0
DSEL	0
LOC100422053	0
RPLP0P11	0
LOC105372115	0
SKA1	0
LOC105372114	0
RNA5SP458	0
TBCD	2288
B3GNTL1	241
METRNL	79
SEPTIN9	8385
LOC107984143	1
SEPTIN9-DT	0
LACAT1	1
MYL6P5	0
RDM1P4	0
LOC107984156	0
LOC100294336	1
LOC101929775	2
LOC107984142	9
LOC112268319	6
LOC100996747	0
LOC100996745	4
LOC105371801	0
LOC105371799	0
RN7SL656P	5
LRRC37A	51
LOC107987254	3
LOC100996709	51
NSFP1	5
LOC101929774	3
KRTAP16-1	0
KRTAP17-1	0
TBC1D3P7	0
KRT33A	0
LOC105371778	0
KRT33B	0
KRT34	0
LOC100653049	0
KRT31	0
KRT41P	0
LOC100505782	0
KRT37	0
KRTAP9-3	0
KRTAP9-8	0
KRTAP4-12	0
KRTAP4-11	0
KRTAP4-9	0
KRTAP4-16	0
KRTAP4-8	0
LOC100996750	0
KRTAP2-5P	0
KRTAP2-4	0
KRTAP2-3	0
KRTAP2-2	0
KRTAP2-1	0
KRTAP1-1	0
KRTAP1-3	0
KRTAP1-4	0
KRTAP1-5	0
KRTAP3-1	0
KRTAP3-4P	0
KRTAP3-2	0
KRTAP3-3	0
KRT40	0
KRT39	0
LOC107985072	0
KRT23	0
KRT20	0
KRT12	0
LOC105371777	0
C17orf98	0
MIR4727	0
CWC25	17
PIP4K2B	5
RNU6-866P	0
PSMB3	0
TRN-GTT2-5	0
LOC100287808	0
PCGF2	6
RNA5SP440	0
CISD3	0
MIR4726	0
LOC105371762	0
MLLT6	1
MIR4734	0
LOC105371763	0
LOC105371764	0
EPOP	0
LOC105371761	0
SRCIN1	193
LOC101929494	0
ARHGAP23	107
SOCS7	47
GPR179	2
MRPL45	138
LOC105371760	0
NPEPPSP1	59
TBC1D3	0
LOC102723933	0
RNA5SP526	0
LOC112268325	0
TBC1D3E	133
LOC102723851	0
RNU6-489P	0
YWHAEP7	13
LOC105371757	0
LOC105371754	1
LOC107985009	0
HNF1B	67
LOC105371756	0
LOC105371755	1
MIR378J	2
DDX52	184
SYNRG	12
DUSP14	20
LOC100419621	1
TADA2A	35
C17orf78	0
SNORA90	0
RPL18AP12	0
HMGB1P24	0
RPS2P49	0
ACACA	53
LOC105371753	2
MIR2909	0
AATF	15
LHX1	0
LHX1-DT	0
LOC105371750	5
LOC105379600	1
LOC105371751	2
LOC105376836	5
MRM1	33
LOC107985031	0
DHRS11	7
RPS2P50	0
GGNBP2	26
PIGW	0
MYO19	74
RNA5SP439	0
ZNHIT3	0
LOC105371749	0
TBC1D3JP	0
TBC1D3F	0
RNU6-1192P	0
TBC1D3H	0
LOC100420852	0
LOC102723414	0
LOC101060212	0
CCL23	9
CCL15	0
CCL15-CCL14	1
CCL14	0
CCL16	0
LYZL6	0
RDM1	2
LOC100133244	0
LRRC37A9P	0
LRRC37A8P	0
LOC105371745	0
CCL5	0
LOC105371744	0
LOC107985049	0
HEATR9	0
TAF15	22
MMP28	92
SERPINF1	814
SERPINF2	4
WDR81	145
MIR22	0
MIR22HG	0
TLCD2	1
PRPF8	0
RILP	6
SCARF1	0
RN7SL105P	0
SLC43A2	13
CRK	10
YWHAE	0
ABR-AS1	0
MRPL14P1	1
LOC105371480	1
LOC105371425	2
LOC101929045	16
LINC02091	4
DOC2B	12
SCGB1C2	0
LOC101929828	0
GTF2IP17	0
LOC101929823	0
LINC02887	0
LOC102723777	0
LOC101929817	0
UTP4	273
RNU6-22P	0
SNTB2	905
CES5A	0
CES1	16
LOC107987423	5
LOC441750	0
LOC100133127	0
LOC105371105	0
LOC105371098	0
NPIPA7	1
MIR6511A3	0
PKD1P2	7
MIR6770-2	0
MIR6511A2	0
PKD1P1	48
MIR3180-2	0
MIR3670-2	0
MIR3179-2	0
LOC105371099	0
NOMO3	5
LOC105371100	1
ABCC6	98
RPL17P40	1
ABCC1	212
RPL15P20	0
LOC107984869	0
RNU6-213P	0
CEP20	47
MYH11	0
NDE1	17
MIR484	0
MIR6506	0
MARF1	3
LOC105371102	0
BMERB1	3
MPV17L	0
NPIPA5	5
LOC105371103	0
ABCC6P1	38
ABCC6P2	1
NOMO1	153
MIR3179-1	0
MIR3670-1	0
MIR3180-1	0
MIR1972-1	0
LOC728138	1
NPIPA1	7
MIR3179-3	0
MIR3670-3	0
MIR3180-3	0
LOC102724992	2
MIR6511A1	0
LOC100288162	0
MIR6770-1	0
NPIPA2	85
PKD1	826
LOC102724984	67
MIR1972-2	0
NTAN1	39
RRN3	81
LOC100505915	4
NPIPP1	101
NPIPA8	12
MIR6511B2	0
PKD1P6-NPIPP1	71
PDXDC1	483
MIR4516	1
MIR3180-4	0
LOC105371096	0
LOC105371097	0
LOC107984870	0
LOC100652777	3
NPIPA3	2
LOC105371095	0
PLA2G10	9
RNU7-125P	0
BFAR	10
RN7SL274P	0
LOC107984865	0
LOC105371094	0
LOC107987416	0
PARN	2
CDIP1	10
HMOX2	1
NMRAL1	37
DNAJA3	0
VASN	0
CORO7	0
PAM16	0
CORO7-PAM16	0
GLIS2-AS1	0
GLIS2	41
HS3ST6	0
LINC02124	0
LINC00254	0
CAPN15	937
LINC00235	0
LOC107987417	1
RAB11FIP3	30
DECR2	0
CPEB1	0
RPS17	0
DNM1P38	0
LOC105370926	8
GOLGA2P10	700
CSPG4P10	2
UBE2Q2P6	2
LOC102724034	6
GOLGA6L3	6
GOLGA6L9	217
RPL9P8	0
UBE2Q2P2	3
GOLGA6L4	50
DNM1P41	22
LOC103171574	6
UBE2Q2L	6
LOC440300	58
LOC105379597	7
LOC101929479	76
GOLGA2P7	594
GOLGA6L10	1
DNM1P43	1
ADAMTS7P1	4
MIR4311	0
LOC105370867	0
MEGF11	23
RNU1-119P	0
LOC105370798	0
SORD2P	344
TRIM69	3
LOC100419583	4
MIR10393	0
B2M	10730
PATL2	104
LOC107987422	4
CYFIP1	1432
GOLGA8IP	0
RN7SL495P	0
LOC101927846	4
LOC100419579	3
HERC2P2	1099
HERC2P7	24
LOC112268161	0
MPHOSPH10P9	0
GOLGA8EP	0
SPATA31E3P	0
LOC441711	22
LOC102724737	0
LOC107987218	0
FAM30C	0
OR4M2B	0
OR4H6P	0
LOC107987217	0
LINC02203	0
OR11J6P	0
OR11J2P	0
MIR5701-2	0
NF1P9	0
LOC105369227	0
LOC107984135	0
VN1R60P	0
RNU6-631P	0
MIR3118-3	0
POTEB3	0
GRAMD4P6	0
CXADRP2	3
LONRF2P4	0
RNU6-1235P	0
LOC105379593	0
LOC646214	8
LOC105370714	0
LOC105370715	0
NBEAP4	0
IGHV5-78	0
MIR5195	0
IGHVIII-76-1	0
IGHV3-76	0
IGHV3-75	0
IGHVII-74-1	0
IGHV3-74	1
IGHV3-73	0
IGHV3-72	0
IGHV3-71	0
IGHV2-70	153
IGHV1-69D	174
IGHV1-69-2	0
IGHV3-69-1	0
IGHV2-70D	0
IGHV1-69	0
IGHV1-68	0
IGHVIII-67-4	0
IGHVIII-67-3	0
IGHVIII-67-2	0
IGHVII-67-1	0
SLC20A1P1	0
IGHV1-67	0
IGHV3-66	1
IGHVII-65-1	0
IGHV3-65	0
LOC102724977	0
IGHV3-64	0
GOLGA4P3	0
IGHV3-63	0
IGHVII-62-1	0
IGHV3-62	0
IGHV4-61	4
IGHVII-60-1	0
RNA5SP389	0
IGHV3-60	0
IGHV4-59	1
IGHV1-58	0
IGHV3-57	0
IGHV7-56	0
IGHV4-55	12
IGHV3-54	0
IGHVII-53-1	0
IGHV3-53	4
IGHV3-52	0
IGHVII-51-2	0
IGHV8-51-1	0
IGHV5-51	0
IGHV3-50	0
IGHVII-49-1	0
IGHV3-49	0
IGHV3-48	1
IGHVIII-47-1	0
IGHV3-47	0
IGHVII-46-1	0
IGHV1-46	0
IGHV1-45	0
IGHVII-44-2	0
IGHVIV-44-1	0
LINC00221	0
IGHVIII-44	0
IGHVII-43-1	0
IGHV3-43	0
IGHV3-42	0
HOMER2P1	0
IGHV3-41	2
