Geneid	RNA STAR on data 9, data 25, and data 24: mapped.bam
HLA-DRB4	30
HLA-DRB9	0
RNU6-603P	0
HNRNPA1P2	0
TSBP1	0
NOTCH4	4
GPSM3	39
PBX2	20
AGER	3
MIR6833	0
RNF5	29
MIR6721	0
AGPAT1	39
EGFL8	0
PPT2-EGFL8	0
PPT2	0
LOC100507547	0
PRRT1	0
TNXB	0
CYP21A2	0
C4B	11
STK19B	0
TNXA	0
CYP21A1P	1
C4B_2	0
STK19	0
DXO	17
SKIV2L	7
MIR1236	0
NELFE	20
CFB	0
C2-AS1	0
C2	2
LOC107986588	0
EHMT2	0
SLC44A4	2
NEU1	7
VARS1	3
VWA7	0
SAPCD1-AS1	0
SAPCD1	0
RNU6-850P	0
MSH5	0
MSH5-SAPCD1	0
LOC105375020	1
CLIC1	0
DDAH2	2
MPIG6B	0
LY6G6C	4
LY6G6D	0
LY6G6E	0
LY6G6F	0
LY6G6F-LY6G6D	0
MIR4646	0
LOC105375018	0
ABHD16A	0
LOC105375019	1
LY6G5C	5
LY6G5B	2
CSNK2B	0
GPANK1	3
C6orf47	0
APOM	0
BAG6	0
MIR6832	0
SNORA38	6
PRRC2A	6
AIF1	0
UQCRHP1	0
NCR3	0
LST1	3
LTB	0
TNF	0
LTA	0
LOC100287329	0
NFKBIL1	15
ATP6V1G2	0
DDX39B-AS1	0
SNORD84	0
SNORD117	0
DDX39B	0
ATP6V1G2-DDX39B	1
MCCD1	0
RPL15P4	1
PPIAP9	1
MICB	11
MICB-DT	0
HCG26	1
HCP5	0
HLA-X	0
LINC01149	1
MICA	189
MICA-AS1	8
LOC105379664	0
MIR6891	0
HLA-B	6615
LINC02571	0
RPL3P2	157
USP8P1	0
HLA-C	582
HCG27	1
PSORS1C3	0
POU5F1	2
TCF19	2
RNU6-1133P	0
HCG22	0
MUC22	0
LINC00243	1
HCG20	0
RN7SL353P	0
IER3	1
IER3-AS1	0
FLOT1	37
TUBB	505
MDC1-AS1	0
MDC1	2
LOC107987457	0
DHX16	0
C6orf136	0
PTMAP1	3
ATAT1	0
MRPS18B	3
PPP1R10	1
MIR877	0
ABCF1	0
ABCF1-DT	0
PRR3	0
GNL1	2
LINC02569	0
HLA-E	0
RANP1	0
SUCLA2P1	0
LOC105375012	1
MICC	6
UBQLN1P1	0
HLA-N	1
RPP21	0
TRIM39-RPP21	0
TRIM39	0
HCG18	97
HLA-L	1
HCG17	2
PAIP1P1	2
TRIM26	8
TRIM15	0
TRIM10	0
TRIM40	0
TRIM31-AS1	0
TRIM31	0
RNF39	4
PPP1R11	79
POLR1H	81
ETF1P1	1
HLA-J	2
HCG4P3	0
ZNRD1ASP	5
LOC353007	0
MCCD1P2	0
DDX39BP2	0
HCG9	3
HLA-A	1947
HLA-K	57
HCG4B	4
DDX39BP1	0
HLA-H	68
HCP5B	0
LOC105375010	6
HCGVIII-2	0
HLA-G	0
MICG	0
RPL7AP7	0
HLA-P	0
HCG4P9	1
HLA-V	0
HCG4	0
LOC353010	0
LOC105379663	0
IFITM4P	0
MICE	1
HLA-F-AS1	4
HLA-F	7
ZDHHC20P1	0
ZFP57	0
MOG	15
SUMO2P1	2
GABBR1	7
OR2I1P	0
GPR53P	0
LINC01015	0
LINC02829	0
RPS17P1	0
MAS1L	0
LOC105375008	0
MAS1LP1	0
UBDP1	0
OR2H1	2
LOC105379641	0
OR10C1	0
OR11A1	0
OR12D1	1
OR12D2	0
OR12D3	0
OR5V1	0
DDX6P1	0
OR14J1	0
OR2B4P	0
LOC105375005	0
OR2U2P	0
OR2U1P	0
OR2G1P	0
LOC101929006	0
OR2H4P	0
OR2J4P	0
OR2J2	0
OR2N1P	0
OR2J3	11
OR2J1	0
OR2B3	0
SAR1AP1	0
OR2P1P	0
OR2W1	0
LOC100129636	0
OR2AD1P	0
LOC105375002	0
ZNF311	6
TRL-AAG3-1	0
HCG15	3
TRE-CTC1-6	0
TRF-GAA1-2	0
RN7SL471P	0
KRT18P1	0
TRM-CAT3-2	0
TRK-TTT3-3	0
TRM-CAT3-1	0
LINC01556	4
TRL-AAG2-2	0
TRQ-CTG1-3	0
TRL-CAA1-2	0
RNU6-930P	0
TRIM27	0
HCG14	0
TRL-CAA1-1	0
ZNF90P2	0
TRR-CCG1-2	0
TRA-AGC2-2	0
RPL13P	0
LINC01623	0
TRA-AGC2-1	0
TRF-GAA4-1	0
TRA-TGC5-1	0
TRF-GAA3-1	3
TRA-TGC7-1	0
TRA-AGC1-1	0
TRF-GAA1-1	20
TRA-TGC1-1	0
NOP56P1	0
TRA-AGC23-1	0
TRA-TGC6-1	0
TRK-TTT7-1	0
TRR-CCG1-1	0
RPSAP2	0
TRA-CGC4-1	0
TRF-GAA11-1	0
TRT-AGT3-1	0
TRA-AGC7-1	0
TRA-CGC5-1	0
TRK-TTT13-1	0
LOC100288016	0
LOC105374297	0
LOC105374298	0
SDHAP2	0
MIR570	0
SMBD1P	6
MIR570HG	0
MUC20	3
MUC4	42
LOC112268340	0
LYPLA2P1	2
MYL12BP3	0
DAXX	26
ZBTB22	3
TAPBP	7
RGL2	6
MIR6834	0
PFDN6	0
MIR6873	0
WDR46	2
B3GALT4	3
RING1	0
MIR219A1	0
HSD17B8	0
SLC39A7	0
RNY4P10	0
RXRB	2
HCG24	3
LOC105375021	2
RNU1-116P	0
HLA-DRB2	0
HLA-DRB3	588
LOC105379657	0
RNA5SP206	3
C4A	33
ZBTB12	4
SNORD52	0
SNORD48	0
SNHG32	1
HSPA1B	94
HSPA1A	48
HSPA1L	0
LSM2	0
LOC105379656	0
DHFRP2	7
CCHCR1	27
POLR2LP1	1
PSORS1C2	0
CDSN	0
PSORS1C1	5
C6orf15	0
MUC21	1
NAPGP2	0
HCG21	0
MUCL3	11
SFTA2	31
VARS2	1
GTF2H4	0
MIR4640	0
DDR1	38
LINC02570	1
RPL7P4	0
NRM	0
PPP1R18	0
TRIM26BP	1
MICD	0
HLA-W	0
MICF	0
LOC107987452	0
RPL23AP1	0
HCG4P11	0
OR2H2	0
RPL13AP	0
SNORD32B	0
TMEM183AP1	0
OR2H5P	0
UBD	0
TRV-AAC6-1	0
LOC112268339	0
LOC112268337	0
HLA-DQB1-AS1	6
LOC107987449	0
FKBPL	0
ATF6B	39
LOC110384692	0
LOC112267902	0
WASF5P	0
LOC107987448	0
HCG4P8	0
LOC107987447	0
HCG9P5	0
LOC112268336	0
LOC100294188	0
LOC112268335	0
HLA-S	0
ZDHHC20P2	0
RN7SKP186	0
TMPOP1	0
LOC107987443	0
TCF20	4
CYP2D8P	0
CYP2D7	6
LOC112268333	0
LOC102723722	4
CYP2D6	4
LOC105373047	0
OLA1P1	0
NDUFA6-DT	0
NDUFA6	0
SMDT1	2
PHETA2	26
LOC112268334	0
MUC2	4
LOC107987157	0
LINC02688	0
MUC6	1
AP2A2	267
RNU6-1025P	0
LOC105377779	0
MIR3674	0
CLN8	0
CLN8-AS1	0
LOC100130321	0
LOC105377778	2
DLGAP2	0
DLGAP2-AS1	0
HLA-DPA3	0
LOC112267927	0
LOC100294160	0
LOC107987440	0
LINC01596	1
LOC105377619	9
FRG1-DT	0
RNU1-51P	0
LOC105377616	0
LOC107987311	0
LINC01262	0
LOC105377615	0
HSP90AA4P	0
LOC105377614	0
KRT18P53	0
FABP5P13	0
LOC102723840	0
PPP2R3B	64
LOC101929829	0
LOC107987438	0
LOC107987441	0
LOC105372225	0
SALL3	0
LINC01896	0
LOC105372221	0
LOC105372220	0
LOC105372219	0
WNT9B	0
LOC101929777	0
WNT3	1
RPS7P11	45
LOC107985026	1
NSF	11
FAM215B	7
RN7SL199P	0
LRRC37A2	19
ARL17A	25
RDM1P2	0
LOC100132570	10
DND1P2	2
MAPK8IP1P1	3
KANSL1-AS1	10
LOC107985027	0
KANSL1	176
STH	0
LOC105371800	4
MAPT-IT1	1
MAPT	26
SPPL2C	0
MAPT-AS1	0
CRHR1	0
LOC107985028	0
LOC105371802	0
ARF2P	12
LINC02210-CRHR1	1
LINC02210	4
RPS26P8	109
MAPK8IP1P2	9
LOC105376839	0
DND1P1	0
RDM1P1	0
LOC102724345	35
LRRC37A4P	0
LOC112267925	0
LRRC37A3	40
LOC105369225	0
MIR4315-1	0
PLEKHM1	76
ARHGAP27	48
LOC105371796	0
RNA5SP443	0
KRTAP9-12P	1
KRTAP9-2	0
KRTAP9-4	0
KRTAP9-9	0
KRTAP9-6	0
KRTAP9-11P	0
KRTAP9-7	0
KRTAP9-10P	0
KRTAP29-1	0
LOC102724956	0
TBC1D3I	0
LOC105371747	0
CCL4L1	0
CCL3L1	1
LOC107987437	0
LOC105379634	0
CCL3P1	0
TBC1D3G	0
LOC100420853	0
YWHAEP6	3
LOC105379635	0
CCL4L2	0
CCL3L3	0
TBC1D3B	0
LOC100420851	8
LOC107985056	0
LOC100419980	0
LOC107985055	0
RN7SL301P	0
CCL4	0
LOC101927369	0
CCL3	0
CCL3-AS1	0
CCL18	425
LOC105379599	0
MIR3183	0
LOC105371481	0
LOC112268190	0
ABR	16
TIMM22	0
NXN	797
RPH3AL-AS1	0
RPH3AL	572
LOC107984761	0
LOC107984089	0
FMN1	60
GREM1-AS1	0
GREM1	1
LOC105370756	1
SCG5-AS1	0
LOC105379633	3
SCG5	0
ARHGAP11A-SCG5	0
ARHGAP11A	3
RN7SL286P	0
GOLGA8N	3
LOC101928042	0
LINC02256	15
WHAMMP1	8
LOC107984723	2
LOC101060588	0
RNU6-18P	0
LOC107984069	0
LOC105370754	0
CHRNA7	7
DEPDC1P1	0
LOC105370753	0
OTUD7A	2
LOC400347	0
UBE2CP4	0
LOC105370939	1
LOC105376707	0
KLF13	49
LOC283710	1
LOC107984092	10
LINC02352	5
LOC107984779	0
MIR211	0
LOC105370752	19
TRPM1	6
RNU6-466P	0
MTMR10	102
FAN1	25
LOC388104	0
LOC100629121	0
HERC2P10	0
RN7SL82P	0
LOC107987436	0
LOC101930434	0
LOC107984025	0
LOC100288637	1
ARHGAP11B	1
RN7SL628P	0
GOLGA8H	4
ARHGAP11B-DT	2
ULK4P1	0
DNM1P29	0
RN7SL196P	0
LOC100288482	0
GOLGA8R	0
LOC105376704	4
MPHOSPH10P3	2
LOC105370750	0
LOC101929944	0
GOLGA8Q	1
DNM1P50	1
ULK4P2	0
LOC105370751	0
CHRFAM7A	9
LOC102724055	7
RNU6-17P	0
LOC728424	5
LINC02249	0
LOC105370747	0
LOC105370746	0
DNM1P30	0
RN7SL469P	0
LOC101929922	0
GOLGA8T	0
ULK4P3	0
DNM1P28	0
RN7SL673P	0
GOLGA8J	0
SYNGR2P1	0
NCAPGP2	9
HMGN2P5	12
TJP1	105
LOC105370743	0
LOC100130111	0
TUBBP8	0
NSMCE3	0
LOC100420707	2
FAM189A1	9
APBA2	6
PDCD6IPP2	36
LOC100289656	0
LOC100996670	0
WHAMMP2	3
RN7SL719P	0
LOC107984746	0
GOLGA8M	0
LOC100419574	0
HERC2P9	0
HERC2P11	0
LOC105369220	0
LOC100132202	0
MPHOSPH10P8	0
GOLGA8G	0
ABCB10P4	0
MIR4509-3	0
LOC101059997	2
MIR4509-2	0
ABCB10P3	0
GOLGA8F	13
MPHOSPH10P7	0
GOLGA6L22	1
LOC101060587	0
HERC2P1	0
RPL41P2	96
HERC2	139
RPL5P32	0
OCA2	85
LOC100421667	0
MIR4509-1	0
ABCB10P1	0
RN7SL106P	0
GOLGA8DP	0
MPHOSPH10P5	0
GOLGA6L1	0
LOC101060118	0
ELMO2P1	0
TUBGCP5	31
PRB1	0
PRB4	0
PRB3	0
LOC100420583	0
LOC107987435	1
TAS2R42	0
TAS2R67P	0
SMIM10L1	95
TAS2R30	0
TAS2R45	0
TAS2R68P	2
TAS2R46	0
TAS2R63P	0
TAS2R31	0
TAS2R19	0
TAS2R20	1
TAS2R50	0
TAS2R15P	0
TAS2R14	0
PRH1-TAS2R14	0
PRH2	0
TAS2R13	0
TAS2R12P	0
PRH1	0
PRR4	0
PRH1-PRR4	0
LOC100420580	0
TAS2R10	0
LOC107984459	0
TAS2R9	0
TAS2R8	0
TAS2R7	0
IFITM10	29
KRTAP5-6	0
LINC02708	0
FAM99B	0
FAM99A	0
KRTAP5-5	0
KRTAP5-4	0
KRTAP5-3	0
KRTAP5-2	0
KRTAP5-1	0
KRTAP5-AS1	0
DUSP8	7
LOC105379626	1
LOC105379586	0
LOC105377775	0
LOC105379627	0
FAM20C	250
LOC105375116	0
LOC105375115	0
LOC100507642	7
LOC102723672	0
LOC105375114	0
LOC101929756	0
LOC105375113	0
LOC107986751	0
LOC105375112	1
LOC102723872	0
RNU1-79P	0
LOC107987429	0
LOC112267926	0
LOC107987427	0
LOC105375006	0
TRA-CGC2-1	0
TRA-AGC4-1	8
LINC00533	0
TRT-CGT3-1	0
TRA-TGC2-1	0
LOC105374996	9
TRA-TGC9-1	0
TRA-AGC3-1	0
TRS-GCT4-1	0
TRQ-TTG2-1	0
ZBED9	0
TRR-TCG5-1	0
LOC107986586	0
TRI-TAT3-1	0
GPX5	0
GPX6	1
PROP1	4
SUDS3P1	10
LOC100128340	2
LOC728554	0
MCCC2	696
HMGN1P12	0
LOC100419852	0
BDP1	8
LOC107987434	0
PMCHL2	0
LINC02197	2
LOC107986421	0
LOC441081	2
GUSBP17	1
LOC107987433	0
GUSBP9	109
CDH12P4	0
NAIPP4	7
GTF2H2	6
NAIPP1	0
NAIP	4
SMN1	3
SERF1A	4
CDH12P3	0
NAIPP2	22
SMN2	1
SERF1B	2
CDH12P2	0
LOC105369228	0
LOC105379023	0
LOC112268330	0
GUSBP1	130
LOC728452	0
LOC728506	1
GUSBP15	11
GUSBP3	0
LOC105379623	0
RARRES2P4	0
FRG2	0
DUX4L9	0
RNA5SP175	0
RNA5SP174	0
TUBB7P	0
MLLT10P2	1
FRG1	2
LINC01881	7
LINC01880	0
LOC105373980	0
LOC285097	0
LINC01238	0
LINC01237	0
LOC101926946	1
LOC105374866	0
LOC112268329	0
OR2G6	4
OR2AS2P	0
OR2T5	0
LOC105373277	0
OR2T3	0
LOC105373279	0
OR2T2	0
OR2T7	0
OR2T1	0
OR2T6	0
OR2T4	0
TBX22	0
LINC00685	3
APOBEC3A_B	0
LOC105373032	0
NCF4	57
NCF4-AS1	1
PVALB	0
NDUFA9P1	0
RPL41P3	1
RBFOX2	13
APOL5	2
MRPS16P3	0
CABIN1	617
GSTTP2	0
GSTT1	988
GSTT1-AS1	1
LOC391322	6
LOC100420769	3
EIF4EBP1P2	0
MTND1P13	0
GSTT4	0
GSTT2	3
DDT	0
DDTL	0
GSTT2B	5
LOC100652871	0
LOC100129358	1
LOC107985558	0
MIF	0
MIF-AS1	0
RN7SL268P	0
SLC2A11	0
DERL3	1
SMARCB1	0
MMP11	0
LOC107985577	0
CHCHD10	0
C22orf15	2
LINC02557	0
LOC648771	279
FAM230I	0
LINC01659	0
LOC107985555	0
ZDHHC8P1	0
CES5AP1	0
LL22NC03-63E9.3	0
PRAME	0
LOC105379601	0
ZNF280A	0
LOC105379602	0
ZNF280B	0
LOC100736412	0
LOC105379603	0
LOC105379604	3
LOC102725003	0
LOC105379605	0
IGLV5-39	0
IGLV7-43	0
LOC102724999	9
IGLV5-45	0
SNORD159	0
LSS	12
SPATC1L	0
FTCD-AS1	0
FTCD	0
GART	202
DNAJC28	0
RPS5P3	0
TMEM50B	2
IFNGR2	29
C21orf62	0
C21orf62-AS1	0
PAXBP1	237
RNU4-45P	0
LOC100420035	0
LOC105379618	0
LINC00308	0
LOC100134423	5
BTG3-AS1	0
BTG3	90
LOC107987418	1
NEK4P1	0
LOC107985511	0
PCMTD2	248
MYT1	0
LOC105372727	0
NPBWR2	0
OPRL1	0
KCNQ2-AS1	0
LOC105372721	0
KCNQ2	0
LOC105372704	0
TAF4	10
MIR1257	0
CDH4	11
LOC107985440	0
LOC107987425	0
PCAT19	93
TPM3P5	28
PLEKHA3P1	9
LINC01480	0
LOC110467527	0
CEACAM21	6
CEACAMP3	0
DNAJC19P2	0
LOC105372404	2
CEACAM4	8
DNAJC19P3	0
LOC105372405	0
CEACAM7	0
GPI	1802
GARRE1	27
RPL29P33	0
LSM14A	61
ZNF92P2	0
PCGF7P	7
MTDHP5	0
VN1R85P	0
ZNF676	1
BNIP3P30	1
LOC105372328	0
LOC107985324	0
BNIP3P31	0
ZNF43	44
BRI3BPP1	0
CCNYL6	0
ZNF100	0
VN1R84P	0
MTDHP4	0
MTDHP3	0
LOC400682	3
ZNF430	49
LOC112268247	0
KRT18P40	0
ZNF85	0
LOC100418993	0
LOC100418992	0
LOC100418991	0
LOC100418990	0
LOC100418989	0
LOC100418988	0
LOC100418987	0
LOC100418986	0
BNIP3P24	0
ZNF66	15
VN1R79P	0
LOC100533638	0
LOC105372319	0
SBNO2	5
MED16	165
CFD	0
ELANE	2
PRTN3	0
AZU1	0
CTDP1	256
CTDP1-DT	0
LOC284240	0
DSEL	0
LOC100422053	0
RPLP0P11	0
LOC105372115	0
SKA1	0
LOC105372114	0
RNA5SP458	0
TBCD	551
B3GNTL1	30
METRNL	148
SEPTIN9	1988
LOC107984143	0
SEPTIN9-DT	0
LACAT1	0
MYL6P5	0
RDM1P4	0
LOC107984156	1
LOC100294336	45
LOC101929775	9
LOC107984142	72
LOC112268319	0
LOC100996747	0
LOC100996745	0
LOC105371801	0
LOC105371799	2
RN7SL656P	0
LRRC37A	19
LOC107987254	3
LOC100996709	12
NSFP1	1
LOC101929774	0
KRTAP16-1	0
KRTAP17-1	0
TBC1D3P7	0
KRT33A	2
LOC105371778	0
KRT33B	0
KRT34	0
LOC100653049	0
KRT31	1
KRT41P	3
LOC100505782	0
KRT37	0
KRTAP9-3	0
KRTAP9-8	0
KRTAP4-12	0
KRTAP4-11	0
KRTAP4-9	0
KRTAP4-16	0
KRTAP4-8	0
LOC100996750	0
KRTAP2-5P	0
KRTAP2-4	0
KRTAP2-3	0
KRTAP2-2	0
KRTAP2-1	0
KRTAP1-1	0
KRTAP1-3	0
KRTAP1-4	0
KRTAP1-5	0
KRTAP3-1	0
KRTAP3-4P	0
KRTAP3-2	0
KRTAP3-3	0
KRT40	0
KRT39	0
LOC107985072	0
KRT23	0
KRT20	0
KRT12	0
LOC105371777	1
C17orf98	0
MIR4727	0
CWC25	9
PIP4K2B	0
RNU6-866P	0
PSMB3	0
TRN-GTT2-5	0
LOC100287808	0
PCGF2	1
RNA5SP440	0
CISD3	0
MIR4726	0
LOC105371762	0
MLLT6	0
MIR4734	0
LOC105371763	0
LOC105371764	0
EPOP	0
LOC105371761	0
SRCIN1	4
LOC101929494	0
ARHGAP23	6
SOCS7	6
GPR179	0
MRPL45	53
LOC105371760	0
NPEPPSP1	13
TBC1D3	0
LOC102723933	0
RNA5SP526	0
LOC112268325	1
TBC1D3E	5
LOC102723851	0
RNU6-489P	0
YWHAEP7	0
LOC105371757	0
LOC105371754	4
LOC107985009	0
HNF1B	23
LOC105371756	1
LOC105371755	0
MIR378J	0
DDX52	68
SYNRG	7
DUSP14	4
LOC100419621	0
TADA2A	4
C17orf78	0
SNORA90	0
RPL18AP12	64
HMGB1P24	0
RPS2P49	0
ACACA	10
LOC105371753	1
MIR2909	0
AATF	3
LHX1	14
LHX1-DT	1
LOC105371750	17
LOC105379600	1
LOC105371751	0
LOC105376836	2
MRM1	26
LOC107985031	0
DHRS11	1
RPS2P50	0
GGNBP2	17
PIGW	0
MYO19	1
RNA5SP439	0
ZNHIT3	0
LOC105371749	0
TBC1D3JP	0
TBC1D3F	0
RNU6-1192P	0
TBC1D3H	0
LOC100420852	0
LOC102723414	0
LOC101060212	0
CCL23	14
CCL15	0
CCL15-CCL14	0
CCL14	0
CCL16	1
LYZL6	6
RDM1	0
LOC100133244	0
LRRC37A9P	0
LRRC37A8P	0
LOC105371745	0
CCL5	0
LOC105371744	0
LOC107985049	0
HEATR9	0
TAF15	1
MMP28	14
SERPINF1	674
SERPINF2	14
WDR81	318
MIR22	0
MIR22HG	0
TLCD2	1
PRPF8	0
RILP	18
SCARF1	0
RN7SL105P	0
SLC43A2	21
CRK	10
YWHAE	0
ABR-AS1	0
MRPL14P1	0
LOC105371480	0
LOC105371425	0
LOC101929045	22
LINC02091	3
DOC2B	0
SCGB1C2	0
LOC101929828	0
GTF2IP17	0
LOC101929823	0
LINC02887	0
LOC102723777	0
LOC101929817	0
UTP4	130
RNU6-22P	0
SNTB2	527
CES5A	2
CES1	46
LOC107987423	142
LOC441750	0
LOC100133127	0
LOC105371105	0
LOC105371098	0
NPIPA7	0
MIR6511A3	0
PKD1P2	0
MIR6770-2	0
MIR6511A2	0
PKD1P1	8
MIR3180-2	0
MIR3670-2	0
MIR3179-2	0
LOC105371099	0
NOMO3	2
LOC105371100	0
ABCC6	16
RPL17P40	0
ABCC1	127
RPL15P20	0
LOC107984869	21
RNU6-213P	0
CEP20	14
MYH11	1
NDE1	7
MIR484	0
MIR6506	0
MARF1	2
LOC105371102	0
BMERB1	4
MPV17L	12
NPIPA5	0
LOC105371103	0
ABCC6P1	20
ABCC6P2	3
NOMO1	37
MIR3179-1	0
MIR3670-1	0
MIR3180-1	0
MIR1972-1	0
LOC728138	7
NPIPA1	0
MIR3179-3	0
MIR3670-3	0
MIR3180-3	0
LOC102724992	7
MIR6511A1	0
LOC100288162	0
MIR6770-1	0
NPIPA2	25
PKD1	117
LOC102724984	26
MIR1972-2	0
NTAN1	20
RRN3	49
LOC100505915	3
NPIPP1	3
NPIPA8	1
MIR6511B2	0
PKD1P6-NPIPP1	1
PDXDC1	211
MIR4516	5
MIR3180-4	0
LOC105371096	0
LOC105371097	0
LOC107984870	1
LOC100652777	0
NPIPA3	0
LOC105371095	1
PLA2G10	4
RNU7-125P	0
BFAR	4
RN7SL274P	0
LOC107984865	0
LOC105371094	0
LOC107987416	0
PARN	4
CDIP1	7
HMOX2	2
NMRAL1	6
DNAJA3	0
VASN	0
CORO7	0
PAM16	0
CORO7-PAM16	0
GLIS2-AS1	0
GLIS2	6
HS3ST6	0
LINC02124	3
LINC00254	3
CAPN15	380
LINC00235	0
LOC107987417	0
RAB11FIP3	6
DECR2	1
CPEB1	9
RPS17	2
DNM1P38	0
LOC105370926	3
GOLGA2P10	167
CSPG4P10	0
UBE2Q2P6	24
LOC102724034	0
GOLGA6L3	36
GOLGA6L9	75
RPL9P8	7
UBE2Q2P2	4
GOLGA6L4	24
DNM1P41	16
LOC103171574	1
UBE2Q2L	1
LOC440300	13
LOC105379597	4
LOC101929479	5
GOLGA2P7	135
GOLGA6L10	64
DNM1P43	1
ADAMTS7P1	4
MIR4311	0
LOC105370867	0
MEGF11	10
RNU1-119P	0
LOC105370798	0
SORD2P	71
TRIM69	2
LOC100419583	2
MIR10393	0
B2M	2353
PATL2	12
LOC107987422	1
CYFIP1	745
GOLGA8IP	0
RN7SL495P	0
LOC101927846	0
LOC100419579	3
HERC2P2	98
HERC2P7	1
LOC112268161	0
MPHOSPH10P9	0
GOLGA8EP	4
SPATA31E3P	0
LOC441711	14
LOC102724737	0
LOC107987218	0
FAM30C	0
OR4M2B	0
OR4H6P	0
LOC107987217	0
LINC02203	1
OR11J6P	0
OR11J2P	0
MIR5701-2	0
NF1P9	3
LOC105369227	0
LOC107984135	0
VN1R60P	0
RNU6-631P	0
MIR3118-3	0
POTEB3	1
GRAMD4P6	0
CXADRP2	16
LONRF2P4	0
RNU6-1235P	0
LOC105379593	0
LOC646214	7
LOC105370714	1
LOC105370715	0
NBEAP4	9
IGHV5-78	0
MIR5195	0
IGHVIII-76-1	0
IGHV3-76	0
IGHV3-75	0
IGHVII-74-1	0
IGHV3-74	0
IGHV3-73	0
IGHV3-72	0
IGHV3-71	0
IGHV2-70	0
IGHV1-69D	8
IGHV1-69-2	0
IGHV3-69-1	0
IGHV2-70D	0
IGHV1-69	0
IGHV1-68	0
IGHVIII-67-4	0
IGHVIII-67-3	0
IGHVIII-67-2	0
IGHVII-67-1	0
SLC20A1P1	0
IGHV1-67	0
IGHV3-66	0
IGHVII-65-1	0
IGHV3-65	0
LOC102724977	0
IGHV3-64	0
GOLGA4P3	0
IGHV3-63	0
IGHVII-62-1	0
IGHV3-62	0
IGHV4-61	0
IGHVII-60-1	0
RNA5SP389	0
IGHV3-60	0
IGHV4-59	0
IGHV1-58	0
IGHV3-57	0
IGHV7-56	0
IGHV4-55	0
IGHV3-54	0
IGHVII-53-1	0
IGHV3-53	0
IGHV3-52	0
IGHVII-51-2	0
IGHV8-51-1	0
IGHV5-51	0
IGHV3-50	0
IGHVII-49-1	0
IGHV3-49	0
IGHV3-48	0
IGHVIII-47-1	0
IGHV3-47	0
IGHVII-46-1	0
IGHV1-46	0
IGHV1-45	0
IGHVII-44-2	0
IGHVIV-44-1	0
LINC00221	0
IGHVIII-44	0
IGHVII-43-1	0
IGHV3-43	0
IGHV3-42	0
HOMER2P1	0
IGHV3-41	0
IGHVII-40-1	0
